v_low,g0_over_omega_rabi0,g0,oscillator_ratio,drag_lambda,t_gate,max_high_population,final_high_population,F_X,passes_leakage,passes_fidelity,passes_both
0.24,0.02,0.0016,3.0,-1.5,19.23824745242796,0.0015019055921019421,2.3581477148395e-05,0.4329959794810284,0,0,0
0.24,0.02,0.0016,3.0,-1.0,19.23824745242796,0.0012795855555959937,1.2994997888074076e-05,0.7078005177730335,0,0,0
0.24,0.02,0.0016,3.0,-0.5,19.23824745242796,0.001049063900640681,4.168643209009889e-06,0.9198430907676546,0,0,0
0.24,0.02,0.0016,3.0,0.0,19.23824745242796,0.0007827337190971237,1.9394902323408729e-07,0.9993773577717994,1,1,1
0.24,0.02,0.0016,3.0,0.5,19.23824745242796,0.0005452605526213807,2.4994659852139397e-07,0.919843098616794,1,0,0
0.24,0.02,0.0016,3.0,1.0,19.23824745242796,0.000590475537096761,1.2527772100779518e-06,0.7078023063769234,1,0,0
0.24,0.02,0.0016,3.0,1.5,19.23824745242796,0.0008274281411227123,1.6184154886860837e-05,0.43299581368481077,1,0,0
0.24,0.02,0.0016,3.0,2.0,19.23824745242796,0.0012002397939582486,7.444357672629338e-05,0.18250840109842645,0,0,0
0.24,0.02,0.0016,3.6,-2.0,19.23824745242796,0.00041835584188941357,3.278238772414813e-07,0.40239155806617577,1,0,0
0.24,0.02,0.0016,3.6,-1.5,19.23824745242796,0.0003519558782716784,5.532852388665177e-07,0.6199151448050232,1,0,0
0.24,0.02,0.0016,3.6,-1.0,19.23824745242796,0.00030310665985790083,5.257093079110462e-07,0.8156575771516007,1,0,0
0.24,0.02,0.0016,3.6,-0.5,19.23824745242796,0.00025899274111966015,2.9750575346044724e-07,0.9511961159364931,1,0,0
0.24,0.02,0.0016,3.6,0.0,19.23824745242796,0.00022051686062981546,8.057711300946249e-08,0.999598429807869,1,1,1
0.24,0.02,0.0016,3.6,0.5,19.23824745242796,0.00020770152141182227,6.502653131885109e-10,0.9511960034387364,1,0,0
0.24,0.02,0.0016,3.6,1.0,19.23824745242796,0.00023923756065175348,2.306204317815045e-08,0.815658301905498,1,0,0
0.24,0.02,0.0016,3.6,1.5,19.23824745242796,0.00027761928492484343,4.350464856373331e-08,0.6199154426074466,1,0,0
0.24,0.02,0.0016,3.6,2.0,19.23824745242796,0.00030856380527553027,1.1482814504673623e-07,0.4023910478226063,1,0,0
0.24,0.02,0.0016,4.5,-2.0,19.23824745242796,9.808325016566659e-05,1.328285655707848e-07,0.6197659293139564,1,0,0
0.24,0.02,0.0016,4.5,-1.5,19.23824745242796,9.283882695512683e-05,8.043554702707197e-08,0.771077561152647,1,0,0
0.24,0.02,0.0016,4.5,-1.0,19.23824745242796,8.726481856886286e-05,4.023196205792555e-08,0.893207271366428,1,0,0
0.24,0.02,0.0016,4.5,-0.5,19.23824745242796,8.18656596516893e-05,1.490091777354265e-08,0.9724670828065346,1,0,0
0.24,0.02,0.0016,4.5,0.0,19.23824745242796,7.789686867912725e-05,3.087265662314264e-09,0.9999214956187225,1,1,1
0.24,0.02,0.0016,4.5,0.5,19.23824745242796,7.777040345149446e-05,7.19315086480042e-11,0.9724671581452766,1,0,0
0.24,0.02,0.0016,4.5,1.0,19.23824745242796,8.26295254244316e-05,4.496152007198398e-10,0.8932073129727975,1,0,0
0.24,0.02,0.0016,4.5,1.5,19.23824745242796,9.016079257361052e-05,1.7134843482776924e-09,0.7710774635956557,1,0,0
0.24,0.02,0.0016,4.5,2.0,19.23824745242796,9.880544906845805e-05,7.528393226614704e-09,0.6197658105377885,1,0,0
0.24,0.02,0.0016,5.5,-2.0,19.23824745242796,4.707654310349138e-05,2.571785666881677e-08,0.7531255227446915,1,0,0
0.24,0.02,0.0016,5.5,-1.5,19.23824745242796,4.5271771878380684e-05,9.786797646443823e-09,0.8552985892255967,1,0,0
0.24,0.02,0.0016,5.5,-1.0,19.23824745242796,4.309892320888353e-05,2.6318394554420565e-09,0.9337795416858428,1,0,0
0.24,0.02,0.0016,5.5,-0.5,19.23824745242796,4.0526933151040845e-05,3.308186050271819e-10,0.9831523918791787,1,0,0
0.24,0.02,0.0016,5.5,0.0,19.23824745242796,3.7809498193932997e-05,2.2070547805442382e-13,0.999999443057034,1,1,1
0.24,0.02,0.0016,5.5,0.5,19.23824745242796,3.505608128803191e-05,5.286554066971292e-12,0.9831524213424353,1,0,0
0.24,0.02,0.0016,5.5,1.0,19.23824745242796,3.2563316195294726e-05,2.3889102199833915e-10,0.9337795674084632,1,0,0
0.24,0.02,0.0016,5.5,1.5,19.23824745242796,3.121646898161322e-05,2.4275708555798026e-09,0.8552986256677383,1,0,0
0.24,0.02,0.0016,5.5,2.0,19.23824745242796,3.155342419164332e-05,1.0402177066825901e-08,0.7531249397800478,1,0,0
0.24,0.02,0.0016,7.0,-2.0,19.23824745242796,1.2514724942035502e-05,9.842145832589311e-10,0.8543283433665134,1,0,0
0.24,0.02,0.0016,7.0,-1.5,19.23824745242796,1.218321927306998e-05,4.0398423338106127e-10,0.9161374232173355,1,0,0
0.24,0.02,0.0016,7.0,-1.0,19.23824745242796,1.1866167067900282e-05,1.249844446532051e-10,0.9621063510029293,1,0,0
0.24,0.02,0.0016,7.0,-0.5,19.23824745242796,1.1627835610415738e-05,2.2547209349808423e-11,0.9904314288057346,1,0,0
0.24,0.02,0.0016,7.0,0.0,19.23824745242796,1.1569517759445519e-05,9.668568678238626e-13,0.999998601331317,1,1,1
0.24,0.02,0.0016,7.0,0.5,19.23824745242796,1.1820586006243343e-05,1.6023581271254913e-13,0.9904314368195404,1,0,0
0.24,0.02,0.0016,7.0,1.0,19.23824745242796,1.2276539017741517e-05,4.487223429594549e-12,0.9621064980515941,1,0,0
0.24,0.02,0.0016,7.0,1.5,19.23824745242796,1.2767864049495032e-05,4.837871392795904e-11,0.916137315284805,1,0,0
0.24,0.02,0.0016,7.0,2.0,19.23824745242796,1.3266942093240143e-05,2.2722607574775772e-10,0.8543281775490202,1,0,0
0.24,0.03,0.0024,3.0,-2.0,19.23824745242796,0.009213186207460955,0.00029940680099818006,0.22090460913800855,0,0,0
0.24,0.03,0.0024,3.0,-1.5,19.23824745242796,0.0070197940611545495,0.00013672133204082828,0.46745422737100606,0,0,0
0.24,0.03,0.0024,3.0,-1.0,19.23824745242796,0.006054730732917102,6.294922676360198e-05,0.7277949347320837,0,0,0
0.24,0.03,0.0024,3.0,-0.5,19.23824745242796,0.005052116205200897,1.7262058801015555e-05,0.9251289775015399,0,0,0
0.24,0.03,0.0024,3.0,0.0,19.23824745242796,0.0038331016091029983,9.811898291839365e-07,0.9985996027974737,0,0,0
0.24,0.03,0.0024,3.0,0.5,19.23824745242796,0.0027238558383658974,8.323566069541923e-07,0.9251292102365973,0,0,0
0.24,0.03,0.0024,3.0,1.0,19.23824745242796,0.002802224161136319,4.352249302637695e-06,0.7277942237804348,0,0,0
0.24,0.03,0.0024,3.0,1.5,19.23824745242796,0.0036511320795679044,5.021802180503355e-05,0.46745340939978663,0,0,0
0.24,0.03,0.0024,3.0,2.0,19.23824745242796,0.004861867288801964,0.00024338430487792995,0.2209044226071109,0,0,0
0.24,0.03,0.0024,3.6,-2.0,19.23824745242796,0.002026856968994436,3.899706192035573e-06,0.4279037472979271,0,0,0
0.24,0.03,0.0024,3.6,-1.5,19.23824745242796,0.0017057897296788524,4.268387473908995e-06,0.6384633396394177,0,0,0
0.24,0.03,0.0024,3.6,-1.0,19.23824745242796,0.0014812556675271255,3.2431355204794185e-06,0.8252140782410711,0,0,0
0.24,0.03,0.0024,3.6,-0.5,19.23824745242796,0.0012766465882500307,1.6224856360954292e-06,0.9534679004781049,0,0,0
0.24,0.03,0.0024,3.6,0.0,19.23824745242796,0.0010969234682165873,4.0788313947634235e-07,0.9990966933613751,0,1,0
0.24,0.03,0.0024,3.6,0.5,19.23824745242796,0.0010397248024486432,3.1597119515097707e-09,0.9534676985060885,0,0,0
0.24,0.03,0.0024,3.6,1.0,19.23824745242796,0.0011845675153339163,1.22053685480718e-07,0.8252142326538164,0,0,0
0.24,0.03,0.0024,3.6,1.5,19.23824745242796,0.001358111926276662,2.862960654399551e-07,0.6384625174604238,0,0,0
0.24,0.03,0.0024,3.6,2.0,19.23824745242796,0.0014840989121479148,6.66280600216617e-07,0.4279039213132566,0,0,0
0.24,0.03,0.0024,4.5,-2.0,19.23824745242796,0.0004969691594750428,7.101717943566294e-07,0.6310733060673706,1,0,0
0.24,0.03,0.0024,4.5,-1.5,19.23824745242796,0.000468826327756147,4.2457891241459926e-07,0.7783533374179705,1,0,0
0.24,0.03,0.0024,4.5,-1.0,19.23824745242796,0.00043932105303624895,2.0970015940696534e-07,0.896713053948664,1,0,0
0.24,0.03,0.0024,4.5,-0.5,19.23824745242796,0.0004110362375324675,7.663121150881595e-08,0.9733210638862693,1,0,0
0.24,0.03,0.0024,4.5,0.0,19.23824745242796,0.00039025562556915816,1.5607934939756607e-08,0.9998233736907088,1,1,1
0.24,0.03,0.0024,4.5,0.5,19.23824745242796,0.00038929383854810213,3.555395648096441e-10,0.9733211299070795,1,0,0
0.24,0.03,0.0024,4.5,1.0,19.23824745242796,0.0004141010645549778,2.2465787469547564e-09,0.8967129454000442,1,0,0
0.24,0.03,0.0024,4.5,1.5,19.23824745242796,0.00045235735483565003,8.268105289417738e-09,0.7783527516706483,1,0,0
0.24,0.03,0.0024,4.5,2.0,19.23824745242796,0.0004962955110719737,3.683501772637702e-08,0.6310742201431018,1,0,0
0.24,0.03,0.0024,5.5,-2.0,19.23824745242796,0.0002364968020600451,1.3135670478120815e-07,0.7581561134687034,1,0,0
0.24,0.03,0.0024,5.5,-1.5,19.23824745242796,0.00022736519117973265,4.9790024299272674e-08,0.8583704773699735,1,0,0
0.24,0.03,0.0024,5.5,-1.0,19.23824745242796,0.00021647982247592273,1.3330183416281967e-08,0.9352244094461863,1,0,0
0.24,0.03,0.0024,5.5,-0.5,19.23824745242796,0.0002036073038324226,1.6679549137609977e-09,0.9835254932678257,1,0,0
0.24,0.03,0.0024,5.5,0.0,19.23824745242796,0.00019002614181067135,1.035968508738085e-12,0.9999987467965332,1,1,1
0.24,0.03,0.0024,5.5,0.5,19.23824745242796,0.00017623810933490916,2.4907248586400585e-11,0.9835254107787229,1,0,0
0.24,0.03,0.0024,5.5,1.0,19.23824745242796,0.0001636607382657354,1.209898393190276e-09,0.9352244754787226,1,0,0
0.24,0.03,0.0024,5.5,1.5,19.23824745242796,0.00015656940416602103,1.2225685004727935e-08,0.8583699577703557,1,0,0
0.24,0.03,0.0024,5.5,2.0,19.23824745242796,0.0001579488659759496,5.221248288232002e-08,0.7581557851734877,1,0,0
0.24,0.03,0.0024,7.0,-2.0,19.23824745242796,6.318400410564034e-05,5.017154389132766e-09,0.856236125397642,1,0,0
0.24,0.03,0.0024,7.0,-1.5,19.23824745242796,6.148256368237887e-05,2.0482502228598773e-09,0.9172601421174145,1,0,0
0.24,0.03,0.0024,7.0,-1.0,19.23824745242796,5.986152498400997e-05,6.316448846090662e-10,0.9626209220138611,1,0,0
0.24,0.03,0.0024,7.0,-0.5,19.23824745242796,5.8644332232176736e-05,1.145056221463566e-10,0.9905612305015978,1,0,0
0.24,0.03,0.0024,7.0,0.0,19.23824745242796,5.8335653733423016e-05,4.8968989900249584e-12,0.9999968533701276,1,1,1
0.24,0.03,0.0024,7.0,0.5,19.23824745242796,5.9596847995979687e-05,1.4367796350747239e-12,0.9905612633814604,1,0,0
0.24,0.03,0.0024,7.0,1.0,19.23824745242796,6.189127330205443e-05,2.1648663887040592e-11,0.962620908279798,1,0,0
0.24,0.03,0.0024,7.0,1.5,19.23824745242796,6.4368175862592e-05,2.439307816792789e-10,0.9172600246893567,1,0,0
0.24,0.03,0.0024,7.0,2.0,19.23824745242796,6.688661387051045e-05,1.1436395169421223e-09,0.8562360694361634,1,0,0
0.24,0.04,0.0032,3.0,-2.0,19.23824745242796,0.026858480603961028,0.0010399984452418517,0.2686406978736564,0,0,0
0.24,0.04,0.0032,3.0,-1.5,19.23824745242796,0.02012629254301972,0.0005028698467347839,0.509811483185864,0,0,0
0.24,0.04,0.0032,3.0,-1.0,19.23824745242796,0.01749565117923422,0.00018749004884386603,0.7525473687721345,0,0,0
0.24,0.04,0.0032,3.0,-0.5,19.23824745242796,0.014904859299068067,4.227556896008434e-05,0.9316566966287472,0,0,0
0.24,0.04,0.0032,3.0,0.0,19.23824745242796,0.011566524618828926,3.0983366930887115e-06,0.9975117676344545,0,0,0
0.24,0.04,0.0032,3.0,0.5,19.23824745242796,0.00843583508704873,1.5316526178384206e-06,0.9316575050038243,0,0,0
0.24,0.04,0.0032,3.0,1.0,19.23824745242796,0.008156003094292328,8.074976697174974e-06,0.7525470931071977,0,0,0
0.24,0.04,0.0032,3.0,1.5,19.23824745242796,0.009672006692355227,9.129695604188299e-05,0.5098102211071474,0,0,0
0.24,0.04,0.0032,3.0,2.0,19.23824745242796,0.011623463786723734,0.0005466412626314521,0.2686406416047938,0,0,0
0.24,0.04,0.0032,3.6,-2.0,19.23824745242796,0.006056144256463469,2.4871885966884606e-05,0.4611231193943229,0,0,0
0.24,0.04,0.0032,3.6,-1.5,19.23824745242796,0.005088055771530219,2.0451766372004344e-05,0.6622842740092179,0,0,0
0.24,0.04,0.0032,3.6,-1.0,19.23824745242796,0.004457024012525141,1.2847539382840573e-05,0.8373747471309565,0,0,0
0.24,0.04,0.0032,3.6,-0.5,19.23824745242796,0.0038879191710546692,5.630958242937237e-06,0.9563012715423531,0,0,0
0.24,0.04,0.0032,3.6,0.0,19.23824745242796,0.003382786818172948,1.2887842165705965e-06,0.9983946845492216,0,0,0
0.24,0.04,0.0032,3.6,0.5,19.23824745242796,0.003233944335516051,1.033876754933659e-08,0.9563014039806141,0,0,0
0.24,0.04,0.0032,3.6,1.0,19.23824745242796,0.0036318594374869138,4.088057903323347e-07,0.837374412511209,0,0,0
0.24,0.04,0.0032,3.6,1.5,19.23824745242796,0.004104274991205584,1.1460107183775413e-06,0.6622851286833261,0,0,0
0.24,0.04,0.0032,3.6,2.0,19.23824745242796,0.004451421479140201,2.496903499703779e-06,0.46112266055013174,0,0,0
0.24,0.04,0.0032,4.5,-2.0,19.23824745242796,0.0015716542064440544,2.4109514298128198e-06,0.6461964391150501,0,0,0
0.24,0.04,0.0032,4.5,-1.5,19.23824745242796,0.0014760747203798252,1.4160092474695913e-06,0.7880447367154733,0,0,0
0.24,0.04,0.0032,4.5,-1.0,19.23824745242796,0.001377433391628079,6.875696619142156e-07,0.9013679917576972,0,0,0
0.24,0.04,0.0032,4.5,-0.5,19.23824745242796,0.0012840728764619501,2.4711587104416113e-07,0.9744484633894315,0,0,0
0.24,0.04,0.0032,4.5,0.0,19.23824745242796,0.0012155509811306885,4.929943304983894e-08,0.9996860225042912,0,1,0
0.24,0.04,0.0032,4.5,0.5,19.23824745242796,0.001211134114783391,1.1087782167731297e-09,0.9744485046964002,0,0,0
0.24,0.04,0.0032,4.5,1.0,19.23824745242796,0.0012903239366484254,7.044799452895478e-09,0.9013676962498592,0,0,0
0.24,0.04,0.0032,4.5,1.5,19.23824745242796,0.0014115203191060095,2.4693909875216238e-08,0.7880448522752136,0,0,0
0.24,0.04,0.0032,4.5,2.0,19.23824745242796,0.0015506794281383194,1.1209759720890903e-07,0.6461973409517634,0,0,0
0.24,0.04,0.0032,5.5,-2.0,19.23824745242796,0.0007394180291510789,4.2017635777549695e-07,0.7649784891397072,1,0,0
0.24,0.04,0.0032,5.5,-1.5,19.23824745242796,0.0007108043970563933,1.5845938216599309e-07,0.8625309325253164,1,0,0
0.24,0.04,0.0032,5.5,-1.0,19.23824745242796,0.0006767130066650354,4.2189089987505043e-08,0.9371801336128168,1,0,0
0.24,0.04,0.0032,5.5,-0.5,19.23824745242796,0.0006366798313262679,5.236398776296617e-09,0.9840302104271793,1,0,0
0.24,0.04,0.0032,5.5,0.0,19.23824745242796,0.0005945246894824591,2.4059749491446344e-12,0.9999977714571385,1,1,1
0.24,0.04,0.0032,5.5,0.5,19.23824745242796,0.0005515894095404959,7.148470478632514e-11,0.9840301743679188,1,0,0
0.24,0.04,0.0032,5.5,1.0,19.23824745242796,0.0005120620772098243,3.829695069536126e-09,0.9371802296337369,1,0,0
0.24,0.04,0.0032,5.5,1.5,19.23824745242796,0.0004885058747481159,3.8398798603711696e-08,0.8625306305591682,1,0,0
0.24,0.04,0.0032,5.5,2.0,19.23824745242796,0.0004914837799198872,1.6332950644716394e-07,0.7649783404344617,1,0,0
0.24,0.04,0.0032,7.0,-2.0,19.23824745242796,0.00019892402236403595,1.5966073727148184e-08,0.8588556379984124,1,0,0
0.24,0.04,0.0032,7.0,-1.5,19.23824745242796,0.00019345550830870067,6.507878247837226e-09,0.9188010840268984,1,0,0
0.24,0.04,0.0032,7.0,-1.0,19.23824745242796,0.0001882642202836886,2.0003267774729454e-09,0.9633268105126558,1,0,0
0.24,0.04,0.0032,7.0,-0.5,19.23824745242796,0.000184366398327791,3.613215825678921e-10,0.990739307349846,1,0,0
0.24,0.04,0.0032,7.0,0.0,19.23824745242796,0.00018333646274794056,1.6377761340754733e-11,0.999994408072742,1,1,1
0.24,0.04,0.0032,7.0,0.5,19.23824745242796,0.00018727272460299226,1.579195444776806e-12,0.9907393077507404,1,0,0
0.24,0.04,0.0032,7.0,1.0,19.23824745242796,0.00019447151126588755,6.341473313260421e-11,0.9633268771138426,1,0,0
0.24,0.04,0.0032,7.0,1.5,19.23824745242796,0.0002022498401594183,7.685683756317569e-10,0.9188012194628937,1,0,0
0.24,0.04,0.0032,7.0,2.0,19.23824745242796,0.00021016952662603002,3.598662144564858e-09,0.8588554548900829,1,0,0
0.24,0.05,0.004,3.0,-2.0,19.23824745242796,0.05933437903644414,0.002977645200076323,0.3194353657521597,0,0,0
0.24,0.05,0.004,3.0,-1.5,19.23824745242796,0.04395302803282115,0.001372255038169145,0.5550981871415835,0,0,0
0.24,0.05,0.004,3.0,-1.0,19.23824745242796,0.03831210218096427,0.00042700466161978465,0.7793323912540984,0,0,0
0.24,0.05,0.004,3.0,-0.5,19.23824745242796,0.033374335752970545,7.885100287518973e-05,0.9386606199779435,0,0,0
0.24,0.05,0.004,3.0,0.0,19.23824745242796,0.026618044640798116,7.557897980205264e-06,0.9961148548443477,0,0,0
0.24,0.05,0.004,3.0,0.5,19.23824745242796,0.020013874714390006,2.4350774332212878e-06,0.9386607683480381,0,0,0
0.24,0.05,0.004,3.0,1.0,19.23824745242796,0.01813509899792446,9.545376862008677e-06,0.7793323575710815,0,0,0
0.24,0.05,0.004,3.0,1.5,19.23824745242796,0.019297961676260886,0.00012844137653795937,0.5550987205927038,0,0,0
0.24,0.05,0.004,3.0,2.0,19.23824745242796,0.02652385341009956,0.0010754545049048213,0.3194353346963959,0,0,0
0.24,0.05,0.004,3.6,-2.0,19.23824745242796,0.013841086930344366,0.00010010112342492143,0.49966729553882216,0,0,0
0.24,0.05,0.004,3.6,-1.5,19.23824745242796,0.011582183880897611,7.169912724747285e-05,0.6895024166953055,0,0,0
0.24,0.05,0.004,3.6,-1.0,19.23824745242796,0.010247336564628921,3.939759624751478e-05,0.8511054613485511,0,0,0
0.24,0.05,0.004,3.6,-0.5,19.23824745242796,0.00905400066554806,1.5268908254315822e-05,0.9594051998369942,0,0,0
0.24,0.05,0.004,3.6,0.0,19.23824745242796,0.008003183624074574,3.143914727501733e-06,0.9974928446391911,0,0,0
0.24,0.05,0.004,3.6,0.5,19.23824745242796,0.0077291907097455466,3.077411524658842e-08,0.9594051540811876,0,0,0
0.24,0.05,0.004,3.6,1.0,19.23824745242796,0.00853655736866702,1.0702876609144331e-06,0.8511054580832942,0,0,0
0.24,0.05,0.004,3.6,1.5,19.23824745242796,0.009493998517199374,3.228546206084857e-06,0.6895020602220594,0,0,0
0.24,0.05,0.004,3.6,2.0,19.23824745242796,0.010459407946509479,6.065862413261857e-06,0.4996679084057843,0,0,0
0.24,0.05,0.004,4.5,-2.0,19.23824745242796,0.003835781559208072,6.395662149799771e-06,0.6644758771769733,0,0,0
0.24,0.05,0.004,4.5,-1.5,19.23824745242796,0.0035837092664625534,3.674649402270362e-06,0.7997012583883178,0,0,0
0.24,0.05,0.004,4.5,-1.0,19.23824745242796,0.003327448969765476,1.7488380721342765e-06,0.9069450174988508,0,0,0
0.24,0.05,0.004,4.5,-0.5,19.23824745242796,0.0030881069009518667,6.167482232684108e-07,0.9757879925599843,0,0,0
0.24,0.05,0.004,4.5,0.0,19.23824745242796,0.0029126702802232795,1.2034963502698146e-07,0.9995094522736407,0,1,0
0.24,0.05,0.004,4.5,0.5,19.23824745242796,0.002898483457758001,2.6964164841521147e-09,0.9757879708315067,0,0,0
0.24,0.05,0.004,4.5,1.0,19.23824745242796,0.003093082834905752,1.7237423353449528e-08,0.9069450609916745,0,0,0
0.24,0.05,0.004,4.5,1.5,19.23824745242796,0.0033888199647766548,5.7106294797334986e-08,0.7997012129313209,0,0,0
0.24,0.05,0.004,4.5,2.0,19.23824745242796,0.0037276459850076444,2.6476625489874163e-07,0.6644759778439766,0,0,0
0.24,0.05,0.004,5.5,-2.0,19.23824745242796,0.001780280036843856,1.0409604377815558e-06,0.7733835703435012,0,0,0
0.24,0.05,0.004,5.5,-1.5,19.23824745242796,0.0017112693841098143,3.905431218187726e-07,0.8676495755977713,0,0,0
0.24,0.05,0.004,5.5,-1.0,19.23824745242796,0.0016290602770227282,1.032665911276104e-07,0.9395840007580043,0,0,0
0.24,0.05,0.004,5.5,-0.5,19.23824745242796,0.0015333686559116648,1.2717704945289762e-08,0.9846502345993304,0,0,0
0.24,0.05,0.004,5.5,0.0,19.23824745242796,0.0014326790051520948,5.726029651800376e-12,0.9999965183300061,0,1,0
0.24,0.05,0.004,5.5,0.5,19.23824745242796,0.0013298592509096933,1.538094646674538e-10,0.9846502613896785,0,0,0
0.24,0.05,0.004,5.5,1.0,19.23824745242796,0.0012343491185390655,9.37218626509234e-09,0.9395840381751275,0,0,0
0.24,0.05,0.004,5.5,1.5,19.23824745242796,0.0011733746410891538,9.31776477093836e-08,0.8676496606859867,0,0,0
0.24,0.05,0.004,5.5,2.0,19.23824745242796,0.0011765328069116723,3.9439253195367725e-07,0.7733839603795795,0,0,0
0.24,0.05,0.004,7.0,-2.0,19.23824745242796,0.00048322086421748785,3.930242814900673e-08,0.8621376093632759,1,0,0
0.24,0.05,0.004,7.0,-1.5,19.23824745242796,0.0004695962630692387,1.598061795120637e-08,0.9207309643439193,1,0,0
0.24,0.05,0.004,7.0,-1.0,19.23824745242796,0.0004567231027289412,4.894673992578056e-09,0.9642103276688841,1,0,0
0.24,0.05,0.004,7.0,-0.5,19.23824745242796,0.00044705712923170644,8.801559328492029e-10,0.990962032729171,1,0,0
0.24,0.05,0.004,7.0,0.0,19.23824745242796,0.0004443825087690033,3.9446617584600394e-11,0.9999912629597878,1,1,1
0.24,0.05,0.004,7.0,0.5,19.23824745242796,0.00045383616685884846,3.683946151958101e-12,0.990962032914428,1,0,0
0.24,0.05,0.004,7.0,1.0,19.23824745242796,0.0004712395986458272,1.5628554792142373e-10,0.9642103427202559,1,0,0
0.24,0.05,0.004,7.0,1.5,19.23824745242796,0.0004900790344182415,1.8707974198962586e-09,0.9207309662366555,1,0,0
0.24,0.05,0.004,7.0,2.0,19.23824745242796,0.0005092875283645365,8.725711692627998e-09,0.8621376319721933,1,0,0
